E0_band10,E0_band11
1265.987818270490,1250.892261849000
1265.987060339950,1250.904005334310
1265.986323878390,1250.915806311190
1265.985614158520,1250.927644691760
1265.984925775830,1250.939540660830
1265.984264534710,1250.951473614590
1265.983625227960,1250.963461167340
1265.983013118570,1250.975490850000
1265.982424651990,1250.987572229400
1265.981861951460,1250.999695755230
1265.981324926310,1251.011866603670
1265.980813716870,1251.024084209340
1265.980328682570,1251.036348185970
1265.979869742190,1251.048663848120
1265.979439009590,1251.061020719510
1265.979033605630,1251.073428650420
1265.978656848460,1251.085876027280
1265.978305258940,1251.098379160070
1265.977984183090,1251.110919033250
1265.977688140520,1251.123514155170
1265.977422025590,1251.136146211670
1265.977183117260,1251.148830818260
1265.976974393260,1251.161556939600
1265.976793125410,1251.174334089200
1265.976641913480,1251.187152051840
1265.976520091060,1251.200017884110
1265.976427838610,1251.212929310450
1265.976365464950,1251.225883686760
1265.976332327590,1251.238887722300
1265.976331104070,1251.251932966230
1265.976358877590,1251.265027833450
1265.976418984350,1251.278161432400
1265.976507919880,1251.291348487420
1265.976630903750,1251.304572316440
1265.976782710230,1251.317849109880
1265.976967583480,1251.331162886360
1265.977183642870,1251.344528172890
1265.977433536810,1251.357933834440
1265.977714609300,1251.371386260070
1265.978029200690,1251.384883358450
1265.978376780960,1251.398424879090
1265.978757733080,1251.412010942050
1265.979172142210,1251.425639197300
1265.979619361100,1251.439315511310
1265.980102067020,1251.453032567090
1265.980617296410,1251.466797658440
1265.981168402620,1251.480601343400
1265.981751838920,1251.494456344070
1265.982373327550,1251.508348294370
1265.983026632030,1251.522291095110
1265.983717630730,1251.536271080920
1265.984442509450,1251.550300691390
1265.985205074420,1251.564370389530
1265.985697698810,1251.573183299670
